"latitude","longitude","room_type","reviews_per_month","review_performance","minimum_nights","neighbourhood","neighbourhood_group","calculated_host_listings_count","availability_365","price"
40.71304,-73.96381,"Entire home/apt",3.75,176,1,"Williamsburg","Brooklyn","1",329,149
40.62531,-73.93414,"Shared room",1.28,29,1,"Flatlands","Brooklyn","2",160,22
40.64277,-73.94715,"Private room",0.59,26,2,"East Flatbush","Brooklyn","2",90,49
40.75381,-73.97125,"Private room",0.06,1,2,"Midtown","Manhattan","12",365,899
40.82204,-73.94517,"Private room",0.22,4,5,"Harlem","Manhattan","1",0,40
40.63291,-73.94302,"Entire home/apt",1.94,92,2,"East Flatbush","Brooklyn","1",40,70
40.68309,-73.98529,"Entire home/apt",0.4,17,3,"Gowanus","Brooklyn","1",63,340
40.72413,-73.9509,"Entire home/apt",0.7,20,2,"Greenpoint","Brooklyn","1",93,75
40.75976,-73.97178,"Private room",0.19,5,1,"Midtown","Manhattan","1",0,90
40.70875,-73.94478,"Private room",2.74,123,20,"Williamsburg","Brooklyn","1",35,49
40.75559,-73.9208,"Private room",1.96,92,2,"Long Island City","Queens","1",118,95
40.7806,-73.95178,"Entire home/apt",0.28,10,21,"Upper East Side","Manhattan","1",0,155
40.67776,-73.92754,"Shared room",0.53,21,4,"Bedford-Stuyvesant","Brooklyn","1",0,40
40.7082,-73.94476,"Private room",0.74,6,1,"Williamsburg","Brooklyn","1",4,47
40.7635,-73.97677,"Entire home/apt",1.27,22,10,"Midtown","Manhattan","1",302,700
40.72008,-73.98865,"Private room",0.18,3,1,"Lower East Side","Manhattan","3",0,109
40.75246,-73.97356,"Entire home/apt",0.88,38,2,"Midtown","Manhattan","13",246,198
40.74344,-73.99506,"Entire home/apt",0.25,7,2,"Chelsea","Manhattan","1",0,149
40.76435,-73.92001,"Entire home/apt",0.28,9,17,"Astoria","Queens","1",0,101
40.7341,-74.00104,"Entire home/apt",0.03,0,3,"West Village","Manhattan","1",0,150
40.72796,-74.00154,"Entire home/apt",0.1,2,3,"Greenwich Village","Manhattan","1",0,135
40.77128,-73.95787,"Private room",0.6,24,4,"Upper East Side","Manhattan","1",0,80
40.68903,-73.91828,"Entire home/apt",2.88,131,4,"Bushwick","Brooklyn","1",155,84
40.69469,-73.78196,"Entire home/apt",1.71,19,2,"Jamaica","Queens","2",365,99
40.76807,-73.98418,"Private room",0.09,2,2,"Hell's Kitchen","Manhattan","3",0,100
40.66209,-73.92913,"Shared room",0.74,30,1,"East Flatbush","Brooklyn","2",364,50
40.77105,-73.9863,"Entire home/apt",0.14,4,30,"Upper West Side","Manhattan","10",160,175
40.73419,-73.95675,"Private room",0.03,0,3,"Greenpoint","Brooklyn","1",0,60
40.68257,-73.99626,"Entire home/apt",0.06,2,2,"Carroll Gardens","Brooklyn","1",64,170
40.68792,-73.92411,"Entire home/apt",6.9,317,2,"Bedford-Stuyvesant","Brooklyn","3",37,170
40.69519,-73.95107,"Entire home/apt",0.09,2,1,"Bedford-Stuyvesant","Brooklyn","1",0,75
40.78892,-73.94185,"Entire home/apt",0.1,2,2,"East Harlem","Manhattan","1",0,130
40.77815,-73.97574,"Private room",0.1,2,7,"Upper West Side","Manhattan","1",0,88
40.73204,-73.98364,"Private room",0.5,23,1,"Gramercy","Manhattan","1",0,110
40.782,-73.95143,"Private room",0.09,3,2,"Upper East Side","Manhattan","1",90,200
40.86271,-73.92872,"Entire home/apt",1.28,55,5,"Inwood","Manhattan","1",12,100
40.72754,-73.98329,"Entire home/apt",0.73,33,2,"East Village","Manhattan","1",27,190
40.7322,-73.89944,"Entire home/apt",2.55,116,2,"Maspeth","Queens","1",149,86
40.70775,-73.94611,"Private room",0.11,2,3,"Williamsburg","Brooklyn","1",0,75
40.68482,-73.96075,"Entire home/apt",0.13,4,2,"Clinton Hill","Brooklyn","1",0,145
40.84862,-73.92412,"Private room",0.32,4,1,"Morris Heights","Bronx","1",365,75
40.6892,-73.95352,"Private room",0.09,2,2,"Bedford-Stuyvesant","Brooklyn","4",189,200
40.73469,-73.95527,"Entire home/apt",0.06,1,4,"Greenpoint","Brooklyn","1",0,86
40.80761,-73.95416,"Entire home/apt",1.56,60,1,"Harlem","Manhattan","1",273,160
40.69467,-73.923,"Private room",0.46,16,3,"Bushwick","Brooklyn","5",0,59
40.76009,-73.98937,"Entire home/apt",0.03,0,5,"Hell's Kitchen","Manhattan","1",0,280
40.86757,-73.92699,"Entire home/apt",0.57,20,14,"Inwood","Manhattan","1",4,89
40.67001,-73.96197,"Entire home/apt",0.29,10,4,"Crown Heights","Brooklyn","3",6,100
40.64908,-74.01418,"Entire home/apt",0.16,6,4,"Sunset Park","Brooklyn","1",0,75
40.63647,-73.97463,"Entire home/apt",0.03,0,2,"Kensington","Brooklyn","1",0,100
40.71608,-73.99233,"Private room",0.03,0,4,"Chinatown","Manhattan","1",0,95
40.6758,-73.93932,"Private room",0.31,7,3,"Crown Heights","Brooklyn","1",249,50
40.74292,-73.99969,"Entire home/apt",0.33,3,2,"Chelsea","Manhattan","1",54,599
40.78955,-73.83921,"Private room",0.27,7,4,"College Point","Queens","1",3,44
40.80325,-73.96174,"Private room",0.1,3,8,"Morningside Heights","Manhattan","1",79,80
40.73257,-73.98234,"Private room",0.26,8,5,"Gramercy","Manhattan","1",0,65
40.64111,-73.95667,"Entire home/apt",0.96,39,2,"Flatbush","Brooklyn","1",168,98
40.72666,-73.97969,"Entire home/apt",0.49,18,2,"East Village","Manhattan","1",11,131
40.70627,-73.94947,"Private room",0.61,18,10,"Williamsburg","Brooklyn","1",0,70
40.67532,-73.94138,"Private room",0.07,1,3,"Crown Heights","Brooklyn","1",0,35
40.66754,-73.98268,"Entire home/apt",0.17,2,31,"Park Slope","Brooklyn","11",310,200
40.59784,-74.08391,"Private room",1.69,64,4,"Concord","Staten Island","8",316,34
40.59098,-73.80081,"Entire home/apt",1.57,70,2,"Arverne","Queens","1",167,100
40.6266,-73.90375,"Private room",1.15,44,3,"Bergen Beach","Brooklyn","1",90,85
40.77129,-73.9501,"Entire home/apt",0.28,9,1,"Upper East Side","Manhattan","1",0,120
40.72254,-73.90561,"Private room",0.33,14,30,"Maspeth","Queens","2",363,37
40.62876,-73.92203,"Private room",3.14,138,2,"Flatlands","Brooklyn","2",70,34
40.74128,-73.97863,"Entire home/apt",0.04,0,30,"Kips Bay","Manhattan","91",126,175
40.72043,-73.95508,"Entire home/apt",0.41,12,2,"Williamsburg","Brooklyn","1",0,150
40.76904,-73.81687,"Private room",1.72,78,1,"Flushing","Queens","2",113,48
40.65563,-74.00197,"Private room",0.36,14,1,"Sunset Park","Brooklyn","3",121,73
40.8013,-73.96669,"Private room",0.51,20,7,"Upper West Side","Manhattan","1",0,85
40.65477,-74.001,"Private room",1.14,47,1,"Sunset Park","Brooklyn","3",292,69
40.73073,-73.98652,"Entire home/apt",1.14,53,1,"East Village","Manhattan","1",36,170
40.65508,-74.00188,"Private room",0.8,35,1,"Sunset Park","Brooklyn","3",324,66
40.77833,-73.94775,"Entire home/apt",0.03,0,2,"Upper East Side","Manhattan","3",0,200
40.75356,-73.97155,"Private room",0.03,0,3,"Midtown","Manhattan","12",365,799
40.75368,-73.97358,"Private room",0.08,1,3,"Midtown","Manhattan","12",365,1599
40.59679,-74.083,"Private room",1.39,55,4,"Arrochar","Staten Island","8",347,34
40.71339,-73.98926,"Private room",1.5,68,3,"Lower East Side","Manhattan","1",217,69
40.66675,-73.92958,"Entire home/apt",0.16,3,2,"Crown Heights","Brooklyn","1",0,73
40.809,-73.9661,"Entire home/apt",0.1,3,5,"Morningside Heights","Manhattan","1",25,150
40.59703,-74.08676,"Private room",0.83,26,4,"Concord","Staten Island","7",322,33
40.59704,-74.08716,"Private room",1.2,44,4,"Concord","Staten Island","7",342,32
40.59587,-74.08614,"Private room",0.34,14,4,"South Beach","Staten Island","7",323,35
40.75162,-73.9732,"Private room",0.03,0,3,"Midtown","Manhattan","12",365,649
40.59719,-74.08754,"Private room",0.87,32,4,"Concord","Staten Island","7",312,32
40.76819,-73.92755,"Private room",1.86,84,2,"Astoria","Queens","2",306,85
40.7524,-73.97153,"Private room",0.03,0,3,"Midtown","Manhattan","12",365,699
40.75362,-73.97332,"Private room",0.03,0,3,"Midtown","Manhattan","12",365,799
40.6799,-73.99722,"Entire home/apt",0.1,2,6,"Carroll Gardens","Brooklyn","1",0,290
40.71026,-73.94744,"Entire home/apt",1.36,64,3,"Williamsburg","Brooklyn","1",5,145
40.74446,-73.98044,"Entire home/apt",1.67,76,5,"Kips Bay","Manhattan","1",0,199
40.73992,-74.00221,"Entire home/apt",1.31,46,4,"Chelsea","Manhattan","1",291,200
40.74694,-73.99728,"Entire home/apt",5.08,234,1,"Chelsea","Manhattan","1",173,181
40.73124,-73.95527,"Private room",0.05,1,5,"Greenpoint","Brooklyn","1",0,75
40.66459,-73.9905,"Entire home/apt",0.03,0,4,"South Slope","Brooklyn","1",0,130
40.75094,-73.85244,"Entire home/apt",0.52,16,1,"Corona","Queens","1",157,125
40.77316,-73.94495,"Entire home/apt",0.33,13,2,"Upper East Side","Manhattan","1",0,250
40.80764,-73.93963,"Entire home/apt",0.29,9,1,"East Harlem","Manhattan","1",66,175
40.72641,-73.94657,"Private room",0.27,9,20,"Greenpoint","Brooklyn","3",342,59
40.71603,-73.96426,"Entire home/apt",2.02,93,4,"Williamsburg","Brooklyn","1",1,180
40.63485,-73.92055,"Shared room",0.13,4,2,"Canarsie","Brooklyn","2",3,40
40.74208,-74.00121,"Entire home/apt",0.13,4,5,"Chelsea","Manhattan","1",0,156
40.76409,-73.9791,"Entire home/apt",0.13,4,2,"Midtown","Manhattan","1",91,500
40.84657,-73.9357,"Private room",5.54,80,2,"Washington Heights","Manhattan","1",5,65
40.83493,-73.93859,"Entire home/apt",0.25,5,150,"Washington Heights","Manhattan","19",338,68
40.78859,-73.97568,"Private room",0.04,0,14,"Upper West Side","Manhattan","1",0,60
40.81067,-73.93896,"Entire home/apt",0.3,5,7,"East Harlem","Manhattan","1",127,150
40.69015,-73.97264,"Entire home/apt",1.2,42,31,"Fort Greene","Brooklyn","1",281,265
40.75574,-73.9705,"Entire home/apt",0.1,2,5,"Midtown","Manhattan","1",0,279
40.59412,-74.06955,"Private room",0.39,17,1,"Arrochar","Staten Island","1",89,105
40.81783,-73.94051,"Entire home/apt",1.92,89,2,"Harlem","Manhattan","1",47,110
40.72725,-73.944,"Entire home/apt",0.33,13,4,"Greenpoint","Brooklyn","1",0,130
40.7687,-73.95596,"Entire home/apt",0.03,0,2,"Upper East Side","Manhattan","1",0,500
40.63267,-74.08369,"Private room",0.78,35,3,"Tompkinsville","Staten Island","3",159,34
40.69512,-73.94978,"Private room",1.95,72,2,"Bedford-Stuyvesant","Brooklyn","1",0,75
40.72624,-73.978,"Private room",0.04,0,3,"East Village","Manhattan","2",0,49
40.68239,-73.89319,"Private room",0.7,28,3,"Cypress Hills","Brooklyn","1",89,65
40.61426,-73.97746,"Private room",0.26,11,3,"Borough Park","Brooklyn","2",40,65
40.71014,-73.96384,"Entire home/apt",0.09,2,7,"Williamsburg","Brooklyn","1",352,300
40.79528,-73.97325,"Private room",1.21,53,3,"Upper West Side","Manhattan","1",14,100
40.69383,-73.94326,"Private room",0.03,0,1,"Bedford-Stuyvesant","Brooklyn","1",6,55
40.68338,-73.9078,"Private room",0.87,23,2,"Bushwick","Brooklyn","1",29,70
40.68987,-73.96095,"Private room",0.53,21,5,"Clinton Hill","Brooklyn","1",0,49
40.69278,-73.95987,"Private room",0.36,14,30,"Bedford-Stuyvesant","Brooklyn","4",79,50
40.67549,-73.96598,"Entire home/apt",0.26,9,30,"Prospect Heights","Brooklyn","3",37,158
40.68778,-73.91381,"Private room",0.03,0,3,"Bushwick","Brooklyn","1",0,120
40.82191,-73.9419,"Private room",1.43,67,2,"Harlem","Manhattan","1",18,44
40.72171,-73.95487,"Entire home/apt",0.62,27,4,"Williamsburg","Brooklyn","1",80,150
40.68423,-73.95715,"Entire home/apt",0.23,9,2,"Bedford-Stuyvesant","Brooklyn","1",201,209
40.73385,-73.99928,"Entire home/apt",0.06,1,5,"Greenwich Village","Manhattan","1",36,200
40.67034,-73.95169,"Private room",0.03,0,3,"Crown Heights","Brooklyn","1",0,30
40.82349,-73.94053,"Private room",0.32,14,2,"Harlem","Manhattan","1",8,80
40.74535,-73.91985,"Private room",0.03,0,7,"Sunnyside","Queens","1",0,135
40.6734,-73.98235,"Entire home/apt",1.72,79,3,"Park Slope","Brooklyn","1",0,250
40.80397,-73.93499,"Private room",0.18,5,29,"East Harlem","Manhattan","2",66,100
40.66838,-73.93134,"Private room",0.95,31,4,"Crown Heights","Brooklyn","1",0,50
40.81749,-73.94315,"Private room",4.37,204,2,"Harlem","Manhattan","1",102,110
40.74658,-73.87358,"Private room",3.36,158,1,"Elmhurst","Queens","8",142,30
40.71319,-73.93606,"Entire home/apt",0.35,11,2,"Williamsburg","Brooklyn","1",0,160
40.72174,-73.99482,"Entire home/apt",1.4,53,5,"Nolita","Manhattan","1",16,295
40.75302,-73.97221,"Private room",0.06,1,3,"Midtown","Manhattan","12",365,699
40.71329,-73.96223,"Private room",0.23,6,2,"Williamsburg","Brooklyn","5",0,60
40.85711,-73.86474,"Private room",0.98,43,5,"Bronxdale","Bronx","2",318,45
40.67368,-73.92165,"Private room",3.07,143,2,"Crown Heights","Brooklyn","5",145,29
40.85425,-73.93585,"Private room",0.6,16,1,"Washington Heights","Manhattan","1",31,80
40.796,-73.94863,"Entire home/apt",3.53,164,3,"East Harlem","Manhattan","1",155,265
40.79147,-73.94791,"Entire home/apt",0.38,7,5,"East Harlem","Manhattan","1",0,225
40.82408,-73.94643,"Entire home/apt",0.13,4,2,"Harlem","Manhattan","2",0,210
40.73121,-73.98693,"Entire home/apt",1.81,68,5,"East Village","Manhattan","1",92,220
40.89743,-73.86983,"Private room",0.07,1,2,"Woodlawn","Bronx","2",39,68
40.70389,-73.92771,"Entire home/apt",0.2,5,3,"Bushwick","Brooklyn","1",0,135
40.80695,-73.94982,"Entire home/apt",4.21,199,2,"Harlem","Manhattan","2",21,130
40.81588,-73.93984,"Entire home/apt",0.1,3,2,"Harlem","Manhattan","4",180,400
40.69107,-73.99378,"Entire home/apt",2.3,105,4,"Brooklyn Heights","Brooklyn","1",230,200
40.68301,-73.95305,"Entire home/apt",0.27,10,30,"Bedford-Stuyvesant","Brooklyn","3",310,76
40.71749,-73.95246,"Entire home/apt",0.29,12,2,"Williamsburg","Brooklyn","1",0,200
40.64583,-73.9483,"Shared room",0.32,11,30,"East Flatbush","Brooklyn","4",332,25
40.75228,-73.97185,"Private room",0.03,0,2,"Midtown","Manhattan","12",365,799
40.70666,-73.93666,"Private room",1.01,42,3,"Williamsburg","Brooklyn","1",0,45
40.70654,-74.00712,"Private room",3.9,183,3,"Financial District","Manhattan","3",17,176
40.71332,-73.96585,"Private room",0.23,10,6,"Williamsburg","Brooklyn","2",19,85
40.65221,-73.93634,"Private room",0.15,3,5,"East Flatbush","Brooklyn","1",0,21
40.66041,-73.91562,"Entire home/apt",2.34,108,2,"Brownsville","Brooklyn","1",82,129
40.70551,-74.00735,"Private room",4.21,195,3,"Financial District","Manhattan","3",12,113
40.71306,-73.94856,"Entire home/apt",0.03,0,3,"Williamsburg","Brooklyn","1",0,199
40.82286,-73.84765,"Entire home/apt",2.76,126,2,"Castle Hill","Bronx","1",171,86
40.76001,-73.91865,"Entire home/apt",0.29,8,2,"Astoria","Queens","1",212,95
40.7732,-73.95857,"Private room",0.46,14,2,"Upper East Side","Manhattan","1",0,100
40.72321,-73.99514,"Entire home/apt",0.1,2,3,"Nolita","Manhattan","1",0,199
40.7054,-74.00763,"Private room",3.31,153,3,"Financial District","Manhattan","3",7,146
40.68249,-73.93234,"Entire home/apt",2.33,108,4,"Bedford-Stuyvesant","Brooklyn","1",228,150
40.71916,-73.99229,"Private room",2.42,112,2,"Lower East Side","Manhattan","1",46,98
40.69501,-73.93363,"Entire home/apt",1.65,73,2,"Bedford-Stuyvesant","Brooklyn","1",6,25
40.6885,-73.93283,"Entire home/apt",1.76,76,2,"Bedford-Stuyvesant","Brooklyn","1",83,130
40.77146,-73.98906,"Entire home/apt",0.1,2,2,"Upper West Side","Manhattan","1",0,200
40.74271,-73.78749,"Entire home/apt",0.6,25,1,"Fresh Meadows","Queens","3",173,94
40.72315,-73.97878,"Entire home/apt",0.26,9,5,"East Village","Manhattan","1",0,150
40.68856,-73.91503,"Private room",0.13,5,4,"Bushwick","Brooklyn","2",8,85
40.71545,-73.95406,"Private room",2.51,113,1,"Williamsburg","Brooklyn","2",39,110
40.74485,-74.00186,"Entire home/apt",3.94,185,1,"Chelsea","Manhattan","1",86,60
40.77257,-73.94616,"Private room",0.26,10,30,"Upper East Side","Manhattan","10",342,48
40.7987,-73.9621,"Private room",0.03,0,1,"Upper West Side","Manhattan","1",0,110
40.69587,-73.93407,"Private room",1.18,54,2,"Bedford-Stuyvesant","Brooklyn","1",90,60
40.64745,-73.96207,"Entire home/apt",3.13,22,1,"Flatbush","Brooklyn","1",1,72
40.80804,-73.943,"Entire home/apt",0.71,32,4,"Harlem","Manhattan","1",0,120
40.83069,-73.94779,"Private room",4.17,194,4,"Harlem","Manhattan","2",115,58
40.74111,-73.99594,"Entire home/apt",0.08,1,3,"Chelsea","Manhattan","1",0,150
40.71041,-73.90977,"Private room",0.64,22,2,"Ridgewood","Queens","1",0,40
40.75979,-73.96444,"Entire home/apt",1.64,52,1,"Midtown","Manhattan","1",354,1200
40.76982,-73.95697,"Entire home/apt",0.4,16,30,"Upper East Side","Manhattan","16",261,89
40.70816,-73.94822,"Private room",0.1,2,4,"Williamsburg","Brooklyn","1",0,55
40.77572,-73.9339,"Entire home/apt",0.07,2,5,"Astoria","Queens","2",0,150
40.71341,-73.94824,"Private room",7.28,344,1,"Williamsburg","Brooklyn","3",353,99
40.76153,-73.80304,"Private room",2.19,94,1,"Flushing","Queens","4",0,38
40.73365,-74.0041,"Entire home/apt",0.73,30,3,"West Village","Manhattan","1",365,500
40.74,-73.97936,"Entire home/apt",0.3,13,30,"Kips Bay","Manhattan","91",342,142
40.77372,-73.95418,"Private room",1.28,56,1,"Upper East Side","Manhattan","3",324,114
40.70484,-73.9377,"Entire home/apt",0.81,31,2,"Williamsburg","Brooklyn","1",313,175
40.73621,-74.00612,"Entire home/apt",0.16,7,2,"West Village","Manhattan","1",0,350
40.79275,-73.94191,"Private room",0.03,0,5,"East Harlem","Manhattan","1",0,60
40.8407,-73.93886,"Private room",0.13,3,2,"Washington Heights","Manhattan","1",0,100
40.7142,-73.96408,"Private room",0.72,25,3,"Williamsburg","Brooklyn","1",0,60
40.73052,-73.9778,"Private room",0.51,23,3,"Stuyvesant Town","Manhattan","1",9,85
40.65538,-73.96056,"Private room",0.26,7,7,"Prospect-Lefferts Gardens","Brooklyn","1",0,36
40.78565,-73.94268,"Private room",1.79,83,1,"East Harlem","Manhattan","1",272,150
40.74183,-73.99997,"Entire home/apt",3.94,180,2,"Chelsea","Manhattan","1",317,330
40.64024,-74.01573,"Private room",0.61,22,1,"Sunset Park","Brooklyn","8",241,54
40.64074,-74.01512,"Private room",0.63,26,1,"Sunset Park","Brooklyn","8",360,53
40.70729,-73.93129,"Entire home/apt",1.43,63,2,"Williamsburg","Brooklyn","1",3,175
40.64052,-74.01539,"Private room",0.71,14,1,"Sunset Park","Brooklyn","8",240,48
40.64167,-74.01532,"Private room",0.82,30,3,"Sunset Park","Brooklyn","8",137,39
40.74396,-73.87476,"Private room",0.26,11,1,"Elmhurst","Queens","1",302,70
40.68128,-73.91196,"Private room",0.42,18,60,"Bedford-Stuyvesant","Brooklyn","4",51,29
40.7155,-73.99198,"Entire home/apt",0.13,4,20,"Chinatown","Manhattan","1",0,120
40.68038,-73.77244,"Entire home/apt",1.85,61,3,"Jamaica","Queens","3",348,125
40.81816,-73.94544,"Entire home/apt",2.1,91,4,"Harlem","Manhattan","1",80,100
40.86914,-73.8951,"Private room",2.79,107,3,"Fordham","Bronx","4",69,79
40.7087,-73.95427,"Private room",0.15,3,20,"Williamsburg","Brooklyn","4",275,70
40.65202,-73.96325,"Private room",0.46,16,3,"Flatbush","Brooklyn","2",0,95
40.69097,-73.93612,"Entire home/apt",3.1,76,2,"Bedford-Stuyvesant","Brooklyn","1",5,77
40.66122,-73.94867,"Private room",0.1,4,1,"Prospect-Lefferts Gardens","Brooklyn","1",0,75
40.71521,-73.99169,"Private room",5.01,227,2,"Chinatown","Manhattan","1",105,80
40.74604,-73.9217,"Entire home/apt",2.55,114,2,"Sunnyside","Queens","3",135,120
40.71422,-73.95732,"Entire home/apt",2.35,105,2,"Williamsburg","Brooklyn","1",68,175
40.68714,-73.99283,"Private room",0.09,2,1,"Cobble Hill","Brooklyn","2",0,114
40.66593,-73.9879,"Private room",1.11,36,2,"South Slope","Brooklyn","1",34,93
40.81309,-73.94614,"Entire home/apt",0.57,16,30,"Harlem","Manhattan","1",150,199
40.70781,-73.93926,"Private room",0.03,0,1,"Williamsburg","Brooklyn","1",0,58
40.71157,-73.95846,"Entire home/apt",0.07,1,8,"Williamsburg","Brooklyn","1",59,185
40.77968,-73.94815,"Private room",0.22,7,3,"Upper East Side","Manhattan","3",0,90
40.76963,-73.92993,"Private room",0.16,4,1,"Astoria","Queens","1",0,50
40.80724,-73.96348,"Entire home/apt",0.03,0,2,"Morningside Heights","Manhattan","1",0,189
40.69878,-73.94607,"Private room",0.17,4,5,"Bedford-Stuyvesant","Brooklyn","1",0,50
40.79952,-73.93764,"Entire home/apt",0.17,4,3,"East Harlem","Manhattan","1",7,240
40.66155,-73.94674,"Entire home/apt",0.73,29,2,"Prospect-Lefferts Gardens","Brooklyn","2",0,131
40.63501,-73.97298,"Private room",0.03,0,1,"Kensington","Brooklyn","1",0,80
40.78361,-73.9732,"Entire home/apt",0.52,19,10,"Upper West Side","Manhattan","1",11,225
40.75089,-73.98059,"Entire home/apt",0.07,2,30,"Murray Hill","Manhattan","31",134,139
40.74554,-73.91778,"Private room",0.17,6,1,"Sunnyside","Queens","4",356,109
40.7617,-73.89134,"Entire home/apt",1.03,41,2,"East Elmhurst","Queens","1",55,165
40.76213,-73.94889,"Private room",0.03,0,2,"Roosevelt Island","Manhattan","1",0,45
40.67476,-73.94209,"Private room",1.14,50,1,"Crown Heights","Brooklyn","1",5,50
40.73565,-73.98056,"Entire home/apt",0.16,7,30,"Gramercy","Manhattan","1",154,90
40.6339,-74.08513,"Private room",0.22,8,3,"Tompkinsville","Staten Island","3",88,55
40.7092,-73.9506,"Entire home/apt",0.03,0,5,"Williamsburg","Brooklyn","1",0,130
40.68814,-73.97452,"Entire home/apt",1.11,49,2,"Fort Greene","Brooklyn","1",3,150
40.84862,-73.93299,"Private room",1.44,67,2,"Washington Heights","Manhattan","3",183,75
40.75465,-73.77361,"Private room",0.99,44,15,"Bayside","Queens","2",142,30
40.68275,-73.98562,"Entire home/apt",5.69,266,1,"Gowanus","Brooklyn","1",0,150
40.77499,-73.93565,"Private room",1.59,73,1,"Astoria","Queens","2",61,75
40.81456,-73.95953,"Entire home/apt",0.05,1,7,"Morningside Heights","Manhattan","1",0,110
40.64832,-73.99913,"Private room",2.82,129,1,"Sunset Park","Brooklyn","1",42,64
40.71615,-73.94797,"Entire home/apt",0.93,42,2,"Williamsburg","Brooklyn","1",82,135
40.70089,-73.94997,"Private room",0.26,11,1,"Williamsburg","Brooklyn","2",0,55
40.71134,-73.95953,"Entire home/apt",0.12,3,1,"Williamsburg","Brooklyn","1",0,165
40.77585,-73.95754,"Private room",0.51,20,1,"Upper East Side","Manhattan","3",326,132
40.67831,-73.98358,"Private room",1.09,42,1,"Gowanus","Brooklyn","8",364,169
40.80802,-73.94013,"Private room",0.98,44,3,"East Harlem","Manhattan","1",90,77
40.71278,-73.9919,"Entire home/apt",0.95,38,1,"Lower East Side","Manhattan","2",317,200
40.67705,-74.01436,"Private room",2.22,101,2,"Red Hook","Brooklyn","1",69,85
40.73015,-74.00304,"Entire home/apt",1.16,25,3,"West Village","Manhattan","1",334,400
40.72925,-73.99927,"Entire home/apt",8.18,17,1,"Greenwich Village","Manhattan","1",206,200
40.7246,-73.98258,"Private room",3.48,162,3,"East Village","Manhattan","1",11,80
40.71532,-73.95563,"Entire home/apt",0.1,2,3,"Williamsburg","Brooklyn","1",0,108
40.78513,-73.97737,"Private room",0.1,2,2,"Upper West Side","Manhattan","1",0,75
40.76954,-73.94904,"Entire home/apt",0.06,1,2,"Upper East Side","Manhattan","1",0,91
40.55616,-74.16027,"Entire home/apt",0.97,42,4,"Great Kills","Staten Island","1",15,51
40.68203,-73.75437,"Private room",9.83,457,1,"Springfield Gardens","Queens","2",341,60
40.80447,-73.94623,"Entire home/apt",0.03,0,14,"Harlem","Manhattan","1",188,120
40.67247,-73.95752,"Entire home/apt",0.03,0,30,"Crown Heights","Brooklyn","1",0,110
40.72052,-73.96239,"Entire home/apt",0.29,8,2,"Williamsburg","Brooklyn","1",0,149
40.76761,-73.95986,"Entire home/apt",0.03,0,7,"Upper East Side","Manhattan","1",0,160
40.64571,-73.97449,"Entire home/apt",0.07,1,7,"Kensington","Brooklyn","1",0,90
40.73242,-73.9585,"Entire home/apt",2.15,95,3,"Greenpoint","Brooklyn","1",72,250
40.80103,-73.96546,"Entire home/apt",0.03,0,27,"Upper West Side","Manhattan","1",0,74
40.7152,-73.9623,"Entire home/apt",0.06,2,31,"Williamsburg","Brooklyn","1",0,230
40.65158,-73.96428,"Private room",0.09,1,1,"Flatbush","Brooklyn","2",0,90
40.64625,-73.95048,"Entire home/apt",0.2,7,3,"East Flatbush","Brooklyn","1",0,200
40.7046,-73.92538,"Private room",0.1,3,4,"Bushwick","Brooklyn","1",0,49
40.71297,-73.93602,"Private room",0.07,1,7,"Williamsburg","Brooklyn","1",12,47
40.75418,-73.88586,"Private room",0.51,14,2,"Jackson Heights","Queens","1",1,250
40.73873,-73.98714,"Entire home/apt",0.04,0,3,"Gramercy","Manhattan","1",0,250
40.7141,-73.94685,"Entire home/apt",0.06,1,1,"Williamsburg","Brooklyn","1",0,360
40.71343,-73.98677,"Entire home/apt",1.12,36,4,"Lower East Side","Manhattan","1",352,200
40.64318,-74.01329,"Private room",0.04,0,7,"Sunset Park","Brooklyn","1",0,50
40.58873,-73.79573,"Entire home/apt",3.15,146,2,"Arverne","Queens","1",56,85
40.68725,-73.93068,"Private room",0.08,1,5,"Bedford-Stuyvesant","Brooklyn","1",0,40
40.72947,-73.9785,"Private room",0.65,26,4,"East Village","Manhattan","1",12,85
40.69332,-73.93502,"Private room",0.22,7,9,"Bedford-Stuyvesant","Brooklyn","1",10,85
40.76652,-73.86651,"Entire home/apt",0.55,17,3,"East Elmhurst","Queens","2",266,239
40.68631,-73.99624,"Entire home/apt",0.24,4,4,"Cobble Hill","Brooklyn","1",89,700
40.72253,-73.9435,"Private room",0.2,7,7,"Greenpoint","Brooklyn","1",62,60
40.77307,-73.91822,"Private room",0.1,4,3,"Ditmars Steinway","Queens","2",343,87
40.72547,-73.94595,"Private room",0.16,1,8,"Greenpoint","Brooklyn","1",2,50
40.71606,-73.95135,"Private room",0.13,4,2,"Williamsburg","Brooklyn","1",0,85
40.66313,-73.94028,"Private room",0.39,13,1,"Prospect-Lefferts Gardens","Brooklyn","3",5,80
40.73193,-74.00529,"Private room",1.04,38,1,"West Village","Manhattan","2",0,90
40.58989,-73.79117,"Private room",0.81,37,1,"Arverne","Queens","4",156,69
40.74138,-73.99875,"Entire home/apt",0.19,5,1,"Chelsea","Manhattan","1",0,128
40.59153,-73.79166,"Entire home/apt",1.65,67,1,"Arverne","Queens","4",152,200
